"","id10","N","dec10","grp10","anio","comuna"
"8127","C169",7,"Tumor maligno del estomago, parte no especificada","",2015,"Quintero"
"8128","C170",1,"Tumor maligno del duodeno","",2015,"Quintero"
"8129","C189",8,"Tumor maligno del colon, parte no especificada","",2015,"Quintero"
"8130","C220",1,"Carcinoma de celulas hepaticas","",2015,"Quintero"
"8131","C229",3,"Tumor maligno del higado, no especificado","",2015,"Quintero"
"8132","C259",3,"Tumor maligno del pancreas, parte no especificada","",2015,"Quintero"
"8133","C341",1,"Tumor maligno del lobulo superior, bronquio o pulmon","",2015,"Quintero"
"8134","C349",7,"Tumor maligno de los bronquios o del pulmon, parte no especificada","",2015,"Quintero"
"8135","C435",1,"Melanoma maligno del tronco","",2015,"Quintero"
"8136","C439",3,"Melanoma maligno de piel, sitio no especificado","",2015,"Quintero"
"8137","C443",2,"Tumor maligno de la piel de otras partes y de las no especificadas de la cara","",2015,"Quintero"
"8138","C449",1,"Tumor maligno de la piel, sitio no especificado","",2015,"Quintero"
"8139","C450",1,"Mesotelioma de la pleura","",2015,"Quintero"
"8140","C499",1,"Tumor maligno del tejido conjuntivo y tejido blando, de sitio no especificado","",2015,"Quintero"
"8141","C509",9,"Tumor maligno de la mama, parte no especificada","",2015,"Quintero"
"8142","C519",2,"Tumor maligno de la vulva, parte no especificada","",2015,"Quintero"
"8143","C539",6,"Tumor maligno del cuello del utero, sin otra especificacion","",2015,"Quintero"
"8144","C629",4,"Tumor maligno del testiculo, no especificado","",2015,"Quintero"
"8145","C670",1,"Tumor maligno del trigono vesical","",2015,"Quintero"
"8146","C679",4,"Tumor maligno de la vejiga urinaria, parte no especificada","",2015,"Quintero"
"8147","C710",3,"Tumor maligno del cerebro, excepto lobulos y ventriculos","",2015,"Quintero"
"8148","C719",1,"Tumor maligno del encefalo, parte no especificada","",2015,"Quintero"
"8149","C763",1,"Tumor maligno de la pelvis","",2015,"Quintero"
"8150","C786",2,"Tumor maligno secundario del peritoneo y del retroperitoneo","",2015,"Quintero"
"8151","C837",1,"Tumor de burkitt","",2015,"Quintero"
"8152","C859",13,"Linfoma no hodgkin, no especificado","",2015,"Quintero"
"8153","C900",1,"Mieloma multiple","",2015,"Quintero"
"8154","C910",3,"Leucemia linfoblastica aguda","",2015,"Quintero"
"8155","C920",5,"Leucemia mieloide aguda","",2015,"Quintero"
"8156","C929",1,"Leucemia mieloide, sin otra especificacion","",2015,"Quintero"
"8157","C959",2,"Leucemia, no especificada","",2015,"Quintero"
"8158","D073",3,"Carcinoma in situ de otros sitios de organos genitales femeninos y de los no especificados","",2015,"Quintero"
"8159","D128",1,"Tumor benigno del recto","",2015,"Quintero"
"8160","D130",1,"Tumor benigno del esofago","",2015,"Quintero"
"8161","D136",1,"Tumor benigno del pancreas","",2015,"Quintero"
"8162","D141",1,"Tumor benigno de la laringe","",2015,"Quintero"
"8163","D143",1,"Tumor benigno de los bronquios y del pulmon","",2015,"Quintero"
"8164","D152",1,"Tumor benigno del mediastino","",2015,"Quintero"
"8165","D164",1,"Tumor benigno de los huesos del craneo y de la cara","",2015,"Quintero"
"8166","D172",1,"Tumor benigno lipomatoso de piel y de tejido subcutaneo de miembros","",2015,"Quintero"
"8167","D177",1,"Tumor benigno lipomatoso de otros sitios especificados","",2015,"Quintero"
"8168","D181",1,"Linfangioma, de cualquier sitio","",2015,"Quintero"
"8169","D190",1,"Tumor benigno del tejido mesotelial de la pleura","",2015,"Quintero"
"8170","D200",1,"Tumor benigno del retroperitoneo","",2015,"Quintero"
"8171","D215",1,"Tumor benigno del tejido cunjuntivo y de otros tejidos blandos de la pelvis","",2015,"Quintero"
"8172","D229",5,"Nevo melanocitico, sitio no especificado","",2015,"Quintero"
"8173","D259",12,"Leiomioma del utero, sin otra especificacion","",2015,"Quintero"
"8174","D291",1,"Tumor benigno de la prostata","",2015,"Quintero"
"8175","D292",2,"Tumor benigno de los testiculos","",2015,"Quintero"
"8176","D300",1,"Tumor benigno del riñon","",2015,"Quintero"
"8177","D303",1,"Tumor benigno de la vejiga","",2015,"Quintero"
"8178","D332",1,"Tumor benigno de encefalo, parte no especificada","",2015,"Quintero"
"8179","D352",1,"Tumor benigno de la hipofisis","",2015,"Quintero"
"8180","D361",1,"Tumor benigno de los nervios perifericos y del sistema nervioso autonomo","",2015,"Quintero"
"8181","D367",1,"Tumor benigno de otros sitios especificados","",2015,"Quintero"
"8182","D376",1,"Tumor de comportamiento incierto o desconocido del higado, de la vesicula biliar y del conducto biliar","",2015,"Quintero"
"8183","D381",3,"Tumor de comportamiento incierto o desconocido de la traquea, de los bronquios y del pulmon","",2015,"Quintero"
"8184","D390",3,"Tumor de comportamiento incierto o desconocido del utero","",2015,"Quintero"
"8185","D391",3,"Tumor de comportamiento incierto o desconocido del ovario","",2015,"Quintero"
"8186","D401",2,"Tumor de comportamiento incierto o desconocido del testiculo","",2015,"Quintero"
"8187","D410",1,"Tumor de comportamiento incierto o desconocido del riñon","",2015,"Quintero"
"8188","D411",1,"Tumor de comportamiento incierto o desconocido dec la pelvis renal","",2015,"Quintero"
"8189","D414",2,"Tumor de comportamiento incierto o desconocido de la vejiga","",2015,"Quintero"
"8190","D430",1,"Tumor de comportamiento incierto o desconocido del encefalo, supratentorial","",2015,"Quintero"
"8191","D464",1,"Anemia refractaria, sin otra especificacion","",2015,"Quintero"
"8192","D480",1,"Tumor de comportamiento incierto o desconocido del hueso y cartilago articular","",2015,"Quintero"
"8193","D481",1,"Tumor de comportamiento incierto o desconocido del tejido conjuntivo y otro tejido blando","",2015,"Quintero"
"8194","D487",3,"Tumor de comportamiento incierto o desconocido de otros sitios especificados","",2015,"Quintero"
"8195","D489",1,"Tumor de comportamiento incierto o desconocido, de sitio no especificado","",2015,"Quintero"
"8196","D508",1,"Otras anemias por deficiencia de hierro","",2015,"Quintero"
"8197","D509",3,"Anemia por deficiencia de hierro sin otra especificacion","",2015,"Quintero"
"8198","D593",1,"Sindrome hemolitico","",2015,"Quintero"
"8199","D649",10,"Anemia de tipo no especificado","",2015,"Quintero"
"8200","D683",1,"Trastorno hemorragico debido a anticoagulantes circulantes","",2015,"Quintero"
"8201","D689",1,"Defecto de la coagulacion, no especificado","",2015,"Quintero"
"8202","D690",1,"Purpura alergica","",2015,"Quintero"
"8203","D692",2,"Otras purpuras no trombocitopenicas","",2015,"Quintero"
"8204","D693",1,"Purpura trombocitopenica idiopatica","",2015,"Quintero"
"8205","D805",1,"Inmunodeficiencia con incremento de inmunoglobulina m [igm]","",2015,"Quintero"
"8206","D841",1,"Defecto del sistema del complemento","",2015,"Quintero"
"8207","D848",1,"Otras inmunodeficiencias especificadas","",2015,"Quintero"
"8208","E050",1,"Tirotoxicosis con bocio difuso","",2015,"Quintero"
"8209","E059",2,"Tirotoxicosis, no especificada","",2015,"Quintero"
"8210","E101",3,"Diabetes mellitus insulinodependiente con cetoacidosis","",2015,"Quintero"
"8211","E109",2,"Diabetes mellitus insulinodependiente sin mencion de complicacion","",2015,"Quintero"
"8212","E115",7,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas","",2015,"Quintero"
"8213","E118",6,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas","",2015,"Quintero"
"8214","E119",2,"Diabetes mellitus no insulinodependiente sin mencion de complicacion","",2015,"Quintero"
"8215","E136",1,"Otras diabetes mellitus especificadas con otras complicaciones especificadas","",2015,"Quintero"
"8216","E141",1,"Diabetes mellitus, no especificada con cetoacidosis","",2015,"Quintero"
"8217","E142",1,"Diabetes mellitus, no especificada con complicaciones renales","",2015,"Quintero"
"8218","E145",6,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas","",2015,"Quintero"
"8219","E148",9,"Diabetes mellitus, no especificada con complicaciones no especificadas","",2015,"Quintero"
"8220","E149",1,"Diabetes mellitus, no especificada sin mencion de complicacion","",2015,"Quintero"
"8221","E162",3,"Hipoglicemia , no especificada","",2015,"Quintero"
"8222","E210",1,"Hiperparatiroidismo primario","",2015,"Quintero"
"8223","E213",2,"Hiperparatiroidismo, sin otra especificacion","",2015,"Quintero"
"8224","E274",1,"Otras insuficiencias corticosuprarrenales y las no especificadas","",2015,"Quintero"
"8225","E298",1,"Otras disfunciones testiculares","",2015,"Quintero"
"8226","E643",1,"Secuelas del raquitismo","",2015,"Quintero"
"8227","E660",4,"Obesidad debida a exceso de calorias","",2015,"Quintero"
"8228","E668",1,"Otros tipos de obesidad","",2015,"Quintero"
"8229","E669",1,"Obesidad, no especificada","",2015,"Quintero"
"8230","E804",1,"Sindrome de gilbert","",2015,"Quintero"
"8231","E835",3,"Trastornos del metabolismo del calcio","",2015,"Quintero"
"8232","E840",3,"Fibrosis quistica con manifestaciones pulmonares","",2015,"Quintero"
"8233","E849",6,"Fibrosis quistica, sin otra especificacion","",2015,"Quintero"
"8234","E871",1,"Hiposmolaridad e hipernatremia","",2015,"Quintero"
"8235","E881",4,"Lipodistrofia, no clasificada en otra parte","",2015,"Quintero"
"8236","E882",1,"Lipomatosis, no clasificada en otra parte","",2015,"Quintero"
"8237","F101",1,"Trastornos mentales y del comportamiento debidos al uso del alcohol: uso nocivo","",2015,"Quintero"
"8238","F103",4,"Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia","",2015,"Quintero"
"8239","F115",1,"Trastornos mentales y del comportamiento debidos al uso de opiaceos: trastorno psicotico","",2015,"Quintero"
"8240","F130",8,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: intoxicacion aguda","",2015,"Quintero"
"8241","F132",1,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: sindrome de dependencia","",2015,"Quintero"
"8242","F142",2,"Trastornos mentales y del comportamiento debidos al uso de cocaina: sindrome de dependencia","",2015,"Quintero"
"8243","F192",2,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: sindrome de dependencia","",2015,"Quintero"
"8244","F193",1,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: estado de abstinencia","",2015,"Quintero"
"8245","F203",3,"Esquizofrenia indiferenciada","",2015,"Quintero"
"8246","F209",9,"Esquizofrenia, no especificada","",2015,"Quintero"
"8247","F220",1,"Trastorno delirante","",2015,"Quintero"
"8248","F239",1,"Trastorno psicotico agudo y transitorio, no especificado de tipo esquizofrenico","",2015,"Quintero"
"8249","F250",1,"Trastorno esquizoafectivo de tipo maniaco","",2015,"Quintero"
"8250","F309",1,"Episodio maniaco, no especificado","",2015,"Quintero"
"8251","F319",2,"Trastorno afectivo bipolar, no especificado","",2015,"Quintero"
"8252","F322",1,"Episodio depresivo grave sin sintomas psicoticos","",2015,"Quintero"
"8253","F329",30,"Episodio depresivo, no especificado","",2015,"Quintero"
"8254","F339",1,"Trastorno depresivo recurrente, no especificado","",2015,"Quintero"
"8255","F410",1,"Trastorno de panico [ansiedad paroxistica episodica]","",2015,"Quintero"
"8256","F419",6,"Trastorno de ansiedad , no especificado","",2015,"Quintero"
"8257","F432",3,"Trastornos de adaptacion","",2015,"Quintero"
"8258","F448",5,"Otros trastornos disociativos [de conversion]","",2015,"Quintero"
"8259","F449",1,"Trastorno disociativo [de conversion], no especificado","",2015,"Quintero"
"8260","F450",1,"Trastorno de somatizacion","",2015,"Quintero"
"8261","F701",1,"Retraso mental leve: deterioro del comportamiento significativo, que requiere atencion o tratamiento","",2015,"Quintero"
"8262","G009",1,"Meningitis bacteriana, no especificada","",2015,"Quintero"
"8263","G404",1,"Otras epilepsias y sindromes epilepticos generalizados","",2015,"Quintero"
"8264","G409",10,"Epilepsia, tipo no especificado","",2015,"Quintero"
"8265","G439",2,"Migraña, no especificada","",2015,"Quintero"
"8266","G454",1,"Amnesia global transitoria","",2015,"Quintero"
"8267","G459",3,"Isquemia cerebral transitoria, sin otra especificacion","",2015,"Quintero"
"8268","G473",2,"Apnea del sueño","",2015,"Quintero"
"8269","G500",1,"Neuralgia del trigemino","",2015,"Quintero"
"8270","G560",1,"Sindrome del tunel carpiano","",2015,"Quintero"
"8271","G579",1,"Mononeuropatia del miembro inferior, sin otra especificacion","",2015,"Quintero"
"8272","G610",1,"Sindrome de guillain","",2015,"Quintero"
"8273","G700",1,"Miastenia gravis","",2015,"Quintero"
"8274","G800",2,"Paralisis cerebral espastica","",2015,"Quintero"
"8275","G822",1,"Paraplejia, no especificada","",2015,"Quintero"
"8276","G919",1,"Hidrocefalo, no especificado","",2015,"Quintero"
"8277","G932",1,"Hipertension intracraneal benigna","",2015,"Quintero"
"8278","G959",1,"Enfermedad de la medula espinal, no especificada","",2015,"Quintero"
"8279","H024",1,"Blefaroptosis","",2015,"Quintero"
"8280","H043",1,"Inflamacion aguda y la no especificada de las vias lagrimales","",2015,"Quintero"
"8281","H270",1,"Afaquia","",2015,"Quintero"
"8282","H409",1,"Glaucoma, no especificado","",2015,"Quintero"
"8283","H509",1,"Estrabismo, no especificado","",2015,"Quintero"
"8284","H603",1,"Otras otitis externas infecciosas","",2015,"Quintero"
"8285","H653",1,"Otitis media cronica mucoide","",2015,"Quintero"
"8286","H669",1,"Otitis media, no especificada","",2015,"Quintero"
"8287","H709",1,"Mastoiditis, no especificada","",2015,"Quintero"
"8288","H721",1,"Perforacion atica de la membrana timpanica","",2015,"Quintero"
"8289","H813",1,"Otros vertigos perifericos","",2015,"Quintero"
"8290","H819",2,"Trastorno de la funcion vestibular, no especificado","",2015,"Quintero"
"8291","I099",1,"Enfermedad reumatica del corazon, no especificada","",2015,"Quintero"
"8292","I110",1,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)","",2015,"Quintero"
"8293","I200",4,"Angina inestable","",2015,"Quintero"
"8294","I209",4,"Angina de pecho, no especificada","",2015,"Quintero"
"8295","I219",28,"Infarto agudo del miocardio, sin otra especificacion","",2015,"Quintero"
"8296","I248",1,"Otras formas de enfermedad isquemica aguda del corazon","",2015,"Quintero"
"8297","I249",1,"Enfermedad isquemica aguda del corazon, no especificada","",2015,"Quintero"
"8298","I259",4,"Enfermedad isquemia cronica del corazon, no especificada","",2015,"Quintero"
"8299","I269",6,"Embolia pulmonar sin mencion de corazon pulmonar agudo","",2015,"Quintero"
"8300","I270",6,"Hipertension pulmonar primaria","",2015,"Quintero"
"8301","I272",2,"Otras hipertensiones pulmonares secundarias","",2015,"Quintero"
"8302","I309",1,"Pericarditis aguda, no especificada","",2015,"Quintero"
"8303","I313",1,"Derrame pericardico (no inflamatorio)","",2015,"Quintero"
"8304","I340",2,"Insuficiencia (de la valvula) mitral","",2015,"Quintero"
"8305","I350",3,"Estenosis (de la valvula) aortica","",2015,"Quintero"
"8306","I429",1,"Cardiomiopatia, no especificada","",2015,"Quintero"
"8307","I442",3,"Bloqueo auriculoventricular completo","",2015,"Quintero"
"8308","I453",1,"Bloqueo trifascicular","",2015,"Quintero"
"8309","I459",1,"Trastorno de la conduccion, no especificado","",2015,"Quintero"
"8310","I471",3,"Taquicardia supraventricular","",2015,"Quintero"
"8311","I479",4,"Taquicardia paroxistica, no especificada","",2015,"Quintero"
"8312","I490",10,"Fibrilacion y aleteo ventricular","",2015,"Quintero"
"8313","I495",2,"Sindrome del seno enfermo","",2015,"Quintero"
"8314","I499",2,"Arritmia cardiaca, no especificada","",2015,"Quintero"
"8315","I500",6,"Insuficiencia cardiaca congestiva","",2015,"Quintero"
"8316","I509",25,"Insuficiencia cardiaca, no especificada","",2015,"Quintero"
"8317","I516",1,"Enfermedad cardiovascular, no especificada","",2015,"Quintero"
"8318","I519",4,"Enfermedad cardiaca, no especificada","",2015,"Quintero"
"8319","I609",3,"Hemorragia subaracnoidea, no especificada","",2015,"Quintero"
"8320","I619",4,"Hemorragia intraencefalica, no especificada","",2015,"Quintero"
"8321","I620",1,"Hemorragia subdural (aguda) (no traumatica)","",2015,"Quintero"
"8322","I629",1,"Hemorragia intracraneal (no traumatica), no especificada","",2015,"Quintero"
"8323","I633",1,"Infarto cerebral debido a trombosis de arterias cerebrales","",2015,"Quintero"
"8324","I638",1,"Otros infartos cerebrales","",2015,"Quintero"
"8325","I639",5,"Infarto cerebral, no especificado","",2015,"Quintero"
"8326","I652",1,"Oclusion y estenosis de arteria carotida","",2015,"Quintero"
"8327","I678",31,"Otras enfermedades cerebrovasculares especificadas","",2015,"Quintero"
"8328","I679",2,"Enfermedad cerebrovascular, no especificada","",2015,"Quintero"
"8329","I710",1,"Diseccion de aorta (cualquier parte)","",2015,"Quintero"
"8330","I719",2,"Aneurisma de la aorta, sitio no especificado, sin mencion de ruptura","",2015,"Quintero"
"8331","I722",1,"Aneurisma de arteria renal","",2015,"Quintero"
"8332","I723",1,"Aneurisma de arteria iliaca","",2015,"Quintero"
"8333","I729",1,"Aneurisma de sitio no especificado","",2015,"Quintero"
"8334","I770",1,"Fistula arteriovenosa, adquirida","",2015,"Quintero"
"8335","I779",1,"Trastornos de arterias y arteriolas, no especificado","",2015,"Quintero"
"8336","I802",1,"Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores","",2015,"Quintero"
"8337","I803",1,"Flebitis y tromboflebitis de los miembros inferiores, no especificada","",2015,"Quintero"
"8338","I809",1,"Flebitis y tromboflebitis de sitio no especificado","",2015,"Quintero"
"8339","I829",14,"Embolia y trombosis de vena no especificada","",2015,"Quintero"
"8340","I830",5,"Venas varicosas de los miembros inferiores con ulcera","",2015,"Quintero"
"8341","I831",1,"Venas varicosas de los miembros inferiores con inflamacion","",2015,"Quintero"
"8342","I832",1,"Venas varicosas de los miembros inferiores con ulcera e inflamacion","",2015,"Quintero"
"8343","I839",5,"Venas varicosas de los miembros inferiores sin ulcera ni inflamacion","",2015,"Quintero"
"8344","I861",5,"Varices escrotales","",2015,"Quintero"
"8345","I868",1,"Varices en otros sitios especificados","",2015,"Quintero"
"8346","I880",3,"Linfadenitis mesenterica inespecifica","",2015,"Quintero"
"8347","I898",1,"Otros trastornos especificados no infecciosos de los vasos y ganglios linfaticos","",2015,"Quintero"
"8348","J029",1,"Faringitis aguda, no especificada","",2015,"Quintero"
"8349","J039",3,"Amigdalitis aguda, no especificada","",2015,"Quintero"
"8350","J040",8,"Laringitis aguda","",2015,"Quintero"
"8351","J042",1,"Laringotraqueitis aguda","",2015,"Quintero"
"8352","J050",2,"Laringitis obstructiva, aguda [crup]","",2015,"Quintero"
"8353","J068",1,"Otras infecciones agudas de sitios multiples de las vias respiratorias superiores","",2015,"Quintero"
"8354","J069",2,"Infeccion aguda de las vias respiratorias superiores, no especificada","",2015,"Quintero"
"8355","J100",1,"Influenza con neumonia, debida a virus de la influenza identificado","",2015,"Quintero"
"8356","J111",1,"Influenza con otras manifestaciones respiratorias, virus no identificado","",2015,"Quintero"
"8357","J128",1,"Neumonia debida a otros virus","",2015,"Quintero"
"8358","J129",16,"Neumonia viral, no especificada","",2015,"Quintero"
"8359","J157",2,"Neumonia debida a mycoplasma pneumoniae","",2015,"Quintero"
"8360","J158",1,"Otras neumonias bacterianas","",2015,"Quintero"
"8361","J159",3,"Neumonia bacteriana, no especificada","",2015,"Quintero"
"8362","J180",2,"Bronconeumonia, no especificada","",2015,"Quintero"
"8363","J181",10,"Neumonia lobar, no especificada","",2015,"Quintero"
"8364","J188",2,"Otras neumonias, de microorganismo no especificado","",2015,"Quintero"
"8365","J189",112,"Neumonia, no especificada","",2015,"Quintero"
"8366","J200",2,"Bronquitis aguda debida a mycoplasma pneumoniae","",2015,"Quintero"
"8367","J205",2,"Bronquitis aguda debida a virus sincitial respiratorio","",2015,"Quintero"
"8368","J208",1,"Bronquitis aguda debida a otros microorganismos especificados","",2015,"Quintero"
"8369","J209",52,"Bronquitis aguda, no especificada","",2015,"Quintero"
"8370","J210",6,"Bronquiolitis aguda debida a virus sincitial respiratorio","",2015,"Quintero"
"8371","J219",8,"Bronquiolitis aguda, no especificada","",2015,"Quintero"
"8372","J329",1,"Sinusitis cronica, no especificada","",2015,"Quintero"
"8373","J339",1,"Polipo nasal, no especificado","",2015,"Quintero"
"8374","J342",8,"Desviacion del tabique nasal","",2015,"Quintero"
"8375","J343",1,"Hipertrofia de los cornetes nasales","",2015,"Quintero"
"8376","J348",1,"Otros trastornos especificados de la nariz y de los senos paranasales","",2015,"Quintero"
"8377","J350",2,"Amigdalitis cronica","",2015,"Quintero"
"8378","J351",2,"Hipertrofia de las amigdalas","",2015,"Quintero"
"8379","J352",4,"Hipertrofia de las adenoides","",2015,"Quintero"
"8380","J353",7,"Hipertrofia de las amigdalas con hipertrofia de las adenoides","",2015,"Quintero"
"8381","J358",1,"Otras enfermedades cronicas de las amigdalas y de las adenoides","",2015,"Quintero"
"8382","J359",4,"Enfermedad cronicas de las amigdalas y de las adenoides, no especificada","",2015,"Quintero"
"8383","J381",1,"Polipo de las cuerdas vocales y de la laringe","",2015,"Quintero"
"8384","J418",1,"Bronquitis cronica mixta simple y mucopurulenta","",2015,"Quintero"
"8385","J440",1,"Enfermedad pulmonar obstructiva cronica con infeccion aguda de las vias respiratorias inferiores","",2015,"Quintero"
"8386","J441",6,"Enfermedad pulmonar obstructiva cronica con exacerbacion aguda, no especificada","",2015,"Quintero"
"8387","J448",4,"Otras enfermedades pulmonares obstructivas cronicas especificadas","",2015,"Quintero"
"8388","J449",15,"Enfermedad pulmonar obstructiva cronica, no especificada","",2015,"Quintero"
"8389","J459",1,"Asma, no especificada","",2015,"Quintero"
"8390","J690",2,"Neumonitis debida a aspiracion de alimento o vomito","",2015,"Quintero"
"8391","J841",5,"Otras enfermedades pulmonares intersticiales con fibrosis","",2015,"Quintero"
"8392","J852",1,"Absceso del pulmon sin neumonia","",2015,"Quintero"
"8393","J869",1,"Piotorax sin fistula","",2015,"Quintero"
"8394","J930",1,"Neumotorax espontaneo a presion","",2015,"Quintero"
"8395","J931",5,"Otros tipos de neumotorax espontaneo","",2015,"Quintero"
"8396","J939",3,"Neumotorax, no especificado","",2015,"Quintero"
"8397","J955",1,"Estenosis subglotica consecutiva a procedimientos","",2015,"Quintero"
"8398","J960",6,"Insuficiencia respiratoria aguda","",2015,"Quintero"
"8399","J969",16,"Insuficiencia respiratoria, no especificada","",2015,"Quintero"
"8400","J984",4,"Otros trastornos del pulmon","",2015,"Quintero"
"8401","J988",2,"Otros trastornos respiratorios especificados","",2015,"Quintero"
"8402","K029",1,"Caries dental, no especificada","",2015,"Quintero"
"8403","K052",1,"Periodontitis aguda","",2015,"Quintero"
"8404","K113",1,"Absceso de glandula salival","",2015,"Quintero"
"8405","K116",1,"Mucocele de glandula salival","",2015,"Quintero"
"8406","K122",1,"Celulitis y absceso de boca","",2015,"Quintero"
"8407","K210",1,"Enfermedad del reflujo gastroesofagico con esofagitis","",2015,"Quintero"
"8408","K219",4,"Enfermedad del reflujo gastroesofagico sin esofagitis","",2015,"Quintero"
"8409","K220",1,"Acalasia del cardias","",2015,"Quintero"
"8410","K222",1,"Obstruccion del esofago","",2015,"Quintero"
"8411","K259",2,"Ulcera gastrica no especificada como aguda ni cronica, sin hemorragia ni perforacion","",2015,"Quintero"
"8412","K269",1,"Ulcera duodenal no especificada como aguda ni cronica, sin hemorragia ni perforacion","",2015,"Quintero"
"8413","K291",1,"Otras gastritis agudas","",2015,"Quintero"
"8414","K297",1,"Gastritis, no especificada","",2015,"Quintero"
"8415","K311",1,"Estenosis pilorica hipertrofica del adulto","",2015,"Quintero"
"8416","K389",1,"Enfermedad del apendice, no especificada","",2015,"Quintero"
"8417","K402",3,"Hernia inguinal bilateral, sin obstruccion ni gangrena","",2015,"Quintero"
"8418","K409",23,"Hernia inguinal unilateral o no especificada, sin obstrucion ni gangrena","",2015,"Quintero"
"8419","K419",2,"Hernia femoral unilateral o no especificada, sin obstruccion ni gangrena","",2015,"Quintero"
"8420","K420",1,"Hernia umbilical con obstruccion, sin gangrena","",2015,"Quintero"
"8421","K421",1,"Hernia umbilical con gangrena","",2015,"Quintero"
"8422","K429",8,"Hernia umbilical sin obstruccion ni gangrena","",2015,"Quintero"
"8423","K439",3,"Hernia ventral sin obstruccion ni gangrena","",2015,"Quintero"
"8424","K469",3,"Hernia abdominal no especificada, sin obstruccion ni gangrena","",2015,"Quintero"
"8425","K519",1,"Colitis ulcerativa, sin otra especificacion","",2015,"Quintero"
"8426","K529",2,"Colitis y gastroenteritis no infecciosas, no especificadas","",2015,"Quintero"
"8427","K550",1,"Trastorno vascular agudo de los intestinos","",2015,"Quintero"
"8428","K560",1,"Ileo paralitico","",2015,"Quintero"
"8429","K564",1,"Otras obstrucciones del intestino","",2015,"Quintero"
"8430","K565",1,"Adherencias [bridas] intestinales con obstruccion","",2015,"Quintero"
"8431","K566",16,"Otras obstrucciones intestinales y las no especificadas","",2015,"Quintero"
"8432","K579",8,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso","",2015,"Quintero"
"8433","K590",1,"Constipacion","",2015,"Quintero"
"8434","K602",1,"Fisura anal, no especificada","",2015,"Quintero"
"8435","K603",1,"Fisura anal","",2015,"Quintero"
"8436","K610",2,"Absceso anal","",2015,"Quintero"
"8437","K612",1,"Absceso anorrectal","",2015,"Quintero"
"8438","K624",1,"Estenosis del ano y del recto","",2015,"Quintero"
"8439","K625",1,"Hemorragia del ano y del recto","",2015,"Quintero"
"8440","K630",1,"Absceso del intestino","",2015,"Quintero"
"8441","K632",1,"Fistula del intestino","",2015,"Quintero"
"8442","K638",1,"Otras enfermedades especificadas del intestino","",2015,"Quintero"
"8443","K639",1,"Enfermedad del intestino, no especificada","",2015,"Quintero"
"8444","K729",4,"Insuficiencia hepatica, no especificada","",2015,"Quintero"
"8445","K750",2,"Absceso del higado","",2015,"Quintero"
"8446","K767",1,"Sindrome hepatorrenal","",2015,"Quintero"
"8447","K769",4,"Enfermedad del higado, no especificada","",2015,"Quintero"
"8448","K800",5,"Calculo de la vesicula biliar con colecistitis aguda","",2015,"Quintero"
"8449","K801",5,"Calculo de la vesicula biliar con otra colecistitis","",2015,"Quintero"
"8450","K802",29,"Calculo de la vesicula biliar sin colecistitis","",2015,"Quintero"
"8451","K804",2,"Calculo de conducto biliar con colecistitis","",2015,"Quintero"
"8452","K805",4,"Calculo de conducto biliar sin colangitis ni colecistitis","",2015,"Quintero"
"8453","K808",14,"Otras colelitiasis","",2015,"Quintero"
"8454","K810",20,"Colecistitis aguda","",2015,"Quintero"
"8455","K811",1,"Colecistitis cronica","",2015,"Quintero"
"8456","K819",1,"Colecistitis, no especificada","",2015,"Quintero"
"8457","K829",1,"Enfermedad de la vesicula biliar, no especificada","",2015,"Quintero"
"8458","K830",2,"Colangitis","",2015,"Quintero"
"8459","K831",3,"Obstruccion del conducto biliar","",2015,"Quintero"
"8460","K839",1,"Enfermedad de las vias biliares, no especificada","",2015,"Quintero"
"8461","K919",1,"Trastorno no especificado al sistema digestivo consecutivo a procedimientos","",2015,"Quintero"
"8462","K920",31,"Hematemesis","",2015,"Quintero"
"8463","K921",5,"Melena","",2015,"Quintero"
"8464","K922",3,"Hemorragia gastrointestinal, no especificada","",2015,"Quintero"
"8465","K929",1,"Enfermedad del sistema digestivo, no especificada","",2015,"Quintero"
"8466","L010",1,"Impetigo [cualquier sitio anatomico] [cualquier organismo]","",2015,"Quintero"
"8467","L020",1,"Absceso cutaneo, furunculo y antrax de la cara","",2015,"Quintero"
"8468","L021",3,"Absceso cutaneo, furunculo y antrax de la cuello","",2015,"Quintero"
"8469","L022",2,"Absceso cutaneo, furunculo y antrax del tronco","",2015,"Quintero"
"8470","L023",1,"Absceso cutaneo, furunculo y antrax de gluteos","",2015,"Quintero"
"8471","L024",2,"Absceso cutaneo, furunculo y antrax de miembro","",2015,"Quintero"
"8472","L029",1,"Absceso cutaneo, furunculo y antrax de sitio no especificado","",2015,"Quintero"
