"","id10","N","dec10","grp10","anio"
"4444","M231",1,"Menisco discoide (congenito)","",2008
"4445","M232",2,"Trastorno del menisco debido a desgarro o lesion antigua","",2008
"4446","M233",6,"Otros trastornos de los meniscos","",2008
"4447","M236",1,"Otra ruptura espontanea del (de los) ligamento(s) de la rodilla","",2008
"4448","M238",1,"Otros trastornos internos de la rodilla","",2008
"4449","M239",5,"Trastornos interno de la rodilla, no especificado","",2008
"4450","M255",2,"Dolor en articulacion","",2008
"4451","M329",2,"Lupus eritematoso sistemico, sin otra especificacion","",2008
"4452","M419",1,"Escoliosis, no especificada","",2008
"4453","M468",1,"Otras espondilopatias inflamatorias especificadas","",2008
"4454","M469",1,"Espondilopatia inflamatoria, no especificada","",2008
"4455","M480",1,"Estenosis espinal","",2008
"4456","M512",8,"Otros desplazamientos especificados de disco intervertebral","",2008
"4457","M518",1,"Otros trastornos especificados de los discos intervertebrales","",2008
"4458","M542",1,"Cervicalgia","",2008
"4459","M544",2,"Lumbago con ciatica","",2008
"4460","M545",1,"Lumbago no especificado","",2008
"4461","M623",1,"Sindrome de inmovilidad (paraplejico)","",2008
"4462","M628",1,"Otros trastornos especificados de los musculos","",2008
"4463","M654",1,"Tenosinovitis de estiloides radial [de quervain]","",2008
"4464","M679",1,"Hipertrofia sinovial y tendinoso, no especificado","",2008
"4465","M700",1,"Sinovitis crepitante cronica de la mano y de la muñeca","",2008
"4466","M713",3,"Otros quistes de la bolsa serosa","",2008
"4467","M720",1,"Fibromatosis de la aponeurosis palmar [dupuytren]","",2008
"4468","M722",2,"Fibromatosis de la aponeurosis plantar","",2008
"4469","M750",1,"Capsulitis adhesiva del hombro","",2008
"4470","M751",4,"Sindrome de manguito rotatorio","",2008
"4471","M755",1,"Bursitis del hombro","",2008
"4472","M779",1,"Entesopatia, no especificada","",2008
"4473","M795",1,"Cuerpo extraño residual en tejido blando","",2008
"4474","M841",1,"Falta de consolidacion de fractura [seudoartrosis]","",2008
"4475","M866",1,"Otras osteomielitis cronicas","",2008
"4476","M869",2,"Osteomielitis, no especificada","",2008
"4477","M879",1,"Osteonecrosis, no especificada","",2008
"4478","N001",1,"Sindrome nefritico agudo: lesiones glomerulares focales y segmentarias","",2008
"4479","N029",2,"Hematuria recurrente y persistente: no especificada","",2008
"4480","N049",3,"Sindrome nefrotico: no especificada","",2008
"4481","N135",1,"Torsion y estrechez del ureter sin hidronefrosis","",2008
"4482","N139",1,"Uropatia obstructiva por reflujo, sin otra especificacion","",2008
"4483","N159",1,"Enfermedad renal tubulointersticial, no especificada","",2008
"4484","N179",2,"Insuficiencia renal aguda, no especificada","",2008
"4485","N180",1,"Insuficiencia renal terminal","",2008
"4486","N189",17,"Insuficiencia renal cronica, no especificada","",2008
"4487","N200",5,"Calculo del riñon","",2008
"4488","N201",14,"Calculo del ureter","",2008
"4489","N359",3,"Estrechez uretral, no especificada","",2008
"4490","N368",1,"Otros trastornos especificados de la uretra","",2008
"4491","N390",28,"Infeccion de vias urinarias, sitio no especificado","",2008
"4492","N393",4,"Incontinencia urinaria por tension","",2008
"4493","N433",1,"Hidrocele, no especificado","",2008
"4494","N459",2,"Orquitis, epididimitis y orquiepididimitis sin absceso","",2008
"4495","N482",1,"Otros trastornos inflamatorios del pene","",2008
"4496","N492",1,"Trastornos inflamatorios del escroto","",2008
"4497","N644",1,"Mastodinia","",2008
"4498","N648",1,"Otros trastornos especificados de la mama","",2008
"4499","N709",4,"Salpingitis y ooforitis, no especificadas","",2008
"4500","N730",2,"Parametritis y celulitis pelvica aguda","",2008
"4501","N739",1,"Enfermedad inflamatoria pelvica femenina, no especificada","",2008
"4502","N751",1,"Absceso de la glandula de bartholin","",2008
"4503","N758",2,"Otras enfermedades de la glandula de bartholin","",2008
"4504","N800",2,"Endometriosis del utero","",2008
"4505","N809",2,"Endometriosis, no especificada","",2008
"4506","N811",1,"Cistocele","",2008
"4507","N813",5,"Prolapso uterovaginal completo","",2008
"4508","N819",1,"Prolapso genital femenino, no especificado","",2008
"4509","N832",2,"Otros quistes ovaricos y los no especificados","",2008
"4510","N838",1,"Otros trastornos no inflamatorios del ovario, de la trompa de falopio y del ligamento ancho","",2008
"4511","N840",1,"Polipo del cuerpo del utero","",2008
"4512","N841",1,"Polipo del cuello del utero","",2008
"4513","N856",1,"Sinequias intrauterinas","",2008
"4514","N871",1,"Displasia cervical moderada","",2008
"4515","N888",1,"Otros trastornos no inflamatorios especificados del cuello del utero","",2008
"4516","N920",1,"Menstruacion excesiva y frecuente con ciclo regular","",2008
"4517","N921",5,"Menstruacion excesiva y frecuente con ciclo irregular","",2008
"4518","N924",2,"Hemorragia excesiva en periodo premenopausico","",2008
"4519","N930",1,"Hemorragia postcoito y postcontacto","",2008
"4520","N939",1,"Hemorragia vaginal y uterina anormal, no especificada","",2008
"4521","N940",1,"Dolor intermenstrual","",2008
"4522","N946",1,"Dismenorrea, no especificada","",2008
"4523","N950",6,"Hemorragia postmenopausica","",2008
"4524","N951",1,"Estados menopausicos y climatericos femeninos","",2008
"4525","N958",1,"Otros trastornos menopausicos y perimenopausicos especificados","",2008
"4526","O000",1,"Embarazo abdominal","",2008
"4527","O001",2,"Embarazo tubarico","",2008
"4528","O009",3,"Embarazo ectopico, no especificado","",2008
"4529","O021",23,"Aborto retenido","",2008
"4530","O034",1,"Aborto espontaneo: incompleto, sin complicacion","",2008
"4531","O036",1,"Aborto espontaneo: completo o no especificado, complicado por hemorragia excesiva o tardia","",2008
"4532","O039",18,"Aborto espontaneo: completo o no especificado, sin complicacion","",2008
"4533","O059",3,"Otro aborto: completo o no especificado, sin complicacion","",2008
"4534","O069",9,"Aborto no especificado: completo o no especificado, sin complicacion","",2008
"4535","O100",2,"Hipertension esencial preexistente que complica el embarazo, el parto y el puerperio","",2008
"4536","O120",2,"Edema gestacional","",2008
"4537","O149",5,"Preeclampsia, no especificada","",2008
"4538","O152",1,"Preeclampsia en el puerperio","",2008
"4539","O200",31,"Amenaza de aborto","",2008
"4540","O209",1,"Hemorragia precoz del embarazo, sin otra especificacion","",2008
"4541","O234",2,"Infeccion no especificada de las vias urinarias en el embarazo","",2008
"4542","O239",18,"Otras infeccion y las no especificadas de las vias genitourinarias en el embarazo","",2008
"4543","O241",1,"Diabetes mellitus preexistente no insulinodependiente, en el embarazo","",2008
"4544","O244",3,"Diabetes mellitus que se origina en el embarazo","",2008
"4545","O249",1,"Diabetes mellitus no especificada, en el embarazo","",2008
"4546","O265",1,"Sindrome de hipotension materna","",2008
"4547","O266",3,"Trastorno del higado en el embarazo, el parto y el puerperio","",2008
"4548","O268",5,"Otras complicaciones especificadas relacionadas con el embarazo","",2008
"4549","O269",2,"Complicacion relacionada con el embarazo, no especificada","",2008
"4550","O322",1,"Atencion materna por posicion fetal oblicua o transversa","",2008
"4551","O324",1,"Atencion materna por cabeza alta en gestacion a termino","",2008
"4552","O331",1,"Atencion materna por desproporcion debida a estrechez general de la pelvis","",2008
"4553","O342",7,"Atencion materna por cicatriz uterina debida a cirugia previa","",2008
"4554","O410",5,"Oligohidramnios","",2008
"4555","O419",1,"Trastorno del liquido amniotico y de las membranas, no especificado","",2008
"4556","O429",3,"Ruptura prematura de las membranas, sin otra especificacion","",2008
"4557","O469",1,"Hemorragia anteparto, no especificada","",2008
"4558","O470",34,"Falso trabajo de parto antes de la 37 semanas completas de gestacion","",2008
"4559","O471",2,"Falso trabajo de parto antes de la 37 y mas semanas completas de gestacion","",2008
"4560","O479",24,"Falso trabajo de parto sin otra especificacion","",2008
"4561","O655",16,"Trabajo de parto obstruido debido a anomalias de los organos pelvianos maternos","",2008
"4562","O689",1,"Trabajo de parto y parto complicados por sufrimiento fetal, sin otra especificacion","",2008
"4563","O800",11,"Parto unico espontaneo, presentacion cefalica de vertice","",2008
"4564","O809",167,"Parto unico espontaneo, sin otra especificacion","",2008
"4565","O820",3,"Parto por cesarea electiva","",2008
"4566","O821",2,"Parto por cesarea de emergencia","",2008
"4567","O828",1,"Otros partos unicos por cesarea","",2008
"4568","O829",98,"Parto por cesarea, sin otra especificacion","",2008
"4569","O839",1,"Parto unico asistido, sin otra especificacion","",2008
"4570","O842",1,"Parto multiple, todos por cesarea","",2008
"4571","O860",1,"Infeccion de herida quirurgica obstetrica","",2008
"4572","O862",2,"Infeccion de las vias urinarias consecutiva al parto","",2008
"4573","O912",1,"Mastitis no purulenta asociada con el parto","",2008
"4574","O981",1,"Sifilis que complica el embarazo, el parto y el puerperio","",2008
"4575","O990",1,"Anemia que complica el embarazo, el parto y el puerperio","",2008
"4576","O996",2,"Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio","",2008
"4577","O998",2,"Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio","",2008
"4578","P050",2,"Bajo peso para la edad gestacional","",2008
"4579","P071",2,"Otro peso bajo al nacer","",2008
"4580","P073",1,"Otros recien nacidos pretermino","",2008
"4581","P209",1,"Hipoxia intrauterina, no especificada","",2008
"4582","P210",2,"Asfixia del nacimiento, severa","",2008
"4583","P220",3,"Sindrome de dificultad respiratoria del recien nacido","",2008
"4584","P221",2,"Taquipnea transitoria del recien nacido","",2008
"4585","P228",1,"Otras dificultades respiratorias del recien nacido","",2008
"4586","P229",1,"Dificultad respiratoria del recien nacido, no especificada","",2008
"4587","P239",2,"Neumonia congenita, organismo no especificado","",2008
"4588","P284",1,"Otras apneas del recien nacido","",2008
"4589","P289",2,"Afeccion respiratoria no especificada del recien nacido","",2008
"4590","P293",1,"Persistencia de la circulacion fetal","",2008
"4591","P369",1,"Sepsis bacteriana del recien nacido, no especificada","",2008
"4592","P550",1,"Incompatibilidad rh del feto y del recien nacido","",2008
"4593","P558",1,"Otras enfermedades hemoliticas del feto y del recien nacido","",2008
"4594","P589",2,"Ictericia neonatal debida a hemolisis excesiva sin otra especificacion","",2008
"4595","P593",1,"Ictericia neonatal por inhibidor de la leche materna","",2008
"4596","P599",21,"Ictericia neonatal, no especificada","",2008
"4597","P611",1,"Policitemia neonatal","",2008
"4598","P749",1,"Trastorno metabolico transitorio del recien nacido, no especificado","",2008
"4599","P783",1,"Diarrea neonatal no infecciosa","",2008
"4600","P819",1,"Alteracion no especificada de la regulacion de la temperatura en el recien nacido","",2008
"4601","P923",1,"Hipoalimentacion del recien nacido","",2008
"4602","Q179",1,"Malformacion congenita del oido, no especificada","",2008
"4603","Q203",1,"Discordancia de la conexion ventriculoarterial","",2008
"4604","Q210",1,"Defecto del tabique ventricular","",2008
"4605","Q282",1,"Malformacion arteriovenosa de los vasos cerebrales","",2008
"4606","Q336",1,"Hipoplasia y displasia pulmonar","",2008
"4607","Q359",2,"Fisura del paladar, sin otra especificacion","",2008
"4608","Q369",1,"Labio leporino, unilateral","",2008
"4609","Q443",1,"Estrechez y estenosis congenita de los conductos biliares","",2008
"4610","Q501",1,"Quiste en desarrollo del ovario","",2008
"4611","Q530",1,"Ectopia testicular","",2008
"4612","Q532",2,"Testiculo no descendido, bilateral","",2008
"4613","Q646",1,"Diverticulo congenito de la vejiga","",2008
"4614","Q658",1,"Otras deformidades congenitas de la cadera","",2008
"4615","Q668",1,"Otras deformidades congenitas de los pies","",2008
"4616","Q670",1,"Asimetria facial","",2008
"4617","Q728",1,"Otros defectos por reduccion del (de los) miembro(s) inferior(es)","",2008
"4618","Q741",1,"Malformacion congenita de la rodilla","",2008
"4619","Q742",1,"Otras malformaciones congenitas del (de los) miembro(s) inferior(es), incluida la cintura pelviana","",2008
"4620","Q749",1,"Malformacion congenita de miembro(s), no especificada","",2008
"4621","Q892",1,"Malformaciones congenitas otras glandulas endocrinas","",2008
"4622","R000",1,"Taquicardia, no especificada","",2008
"4623","R040",1,"Epistaxis","",2008
"4624","R042",2,"Hemoptisis","",2008
"4625","R072",2,"Dolor precordial","",2008
"4626","R100",1,"Abdomen agudo","",2008
"4627","R101",2,"Dolor abdominal localizado en parte superior","",2008
"4628","R104",9,"Otros dolores abdominales y los no especificados","",2008
"4629","R162",1,"Hepatomegalia con esplenomegalia, no clasificadas en otra parte","",2008
"4630","R410",1,"Desorientacion no especificada","",2008
"4631","R456",1,"Violencia fisica","",2008
"4632","R470",1,"Disfasia y afasia","",2008
"4633","R509",11,"Fiebre, no especificada","",2008
"4634","R529",1,"Dolor, no especificado","",2008
"4635","R560",2,"Convulsiones febriles","",2008
"4636","R568",2,"Otras convulsiones y las no especificadas","",2008
"4637","R600",1,"Edema localizado","",2008
"4638","R609",1,"Edema, no especificado","",2008
"4639","R634",1,"Perdida anormal de peso","",2008
"4640","R688",2,"Otros sintomas y signos generales especificados","",2008
"4641","S009",3,"Traumatismo superficial de la cabeza, parte no especificada","",2008
"4642","S014",1,"Herida de la mejilla y de la region temporomandibular","",2008
"4643","S018",1,"Herida de otras partes de la cabeza","",2008
"4644","S022",2,"Fractura de los huesos de la nariz","",2008
"4645","S024",1,"Fractura del malar y del hueso maxilar superior","",2008
"4646","S025",1,"Fractura de los dientes","",2008
"4647","S026",1,"Fractura del maxilar inferior","",2008
"4648","S028",1,"Fractura de otros huesos del craneo y de la cara","",2008
"4649","S040",1,"Traumatismo del nervio optico [ii par] y de las vias opticas","",2008
"4650","S052",1,"Laceracion y ruptura ocular con prolapso o perdida del tejido intraocular","",2008
"4651","S055",1,"Herida penetrante del globo ocular con cuerpo extraño","",2008
"4652","S056",2,"Herida penetrante del globo ocular sin cuerpo extraño","",2008
"4653","S058",4,"Otros traumatismos del ojo y de la orbita","",2008
"4654","S059",1,"Traumatismo del ojo y de la orbita, no especificado","",2008
"4655","S064",1,"Hemorragia epidural","",2008
"4656","S065",1,"Hemorragia subdural traumatica","",2008
"4657","S069",13,"Traumatismo intracraneal, no especificado","",2008
"4658","S099",1,"Traumatismo de la cabeza, no especificado","",2008
"4659","S218",2,"Heridas de otras partes del torax","",2008
"4660","S219",1,"Heridas del torax, parte no especificada","",2008
"4661","S273",1,"Otros traumatismos del pulmon","",2008
"4662","S299",1,"Traumatismo del torax, no especificado","",2008
"4663","S301",3,"Contusion de la pared abdominal","",2008
"4664","S310",1,"Herida de la region lumbosacra y de la pelvis","",2008
"4665","S318",4,"Heridas de otras partes y de las no especificadas del abdomen","",2008
"4666","S320",1,"Fractura de vertebra lumbar","",2008
"4667","S321",1,"Fractura del sacro","",2008
"4668","S361",2,"Traumatismo del higado y de la vesicula biliar","",2008
"4669","S368",1,"Traumatismo de otros organos intraabdominales","",2008
"4670","S397",1,"Otros traumatismos multiples del abdomen, de la region lumbosacra y de la pelvis","",2008
"4671","S409",1,"Traumatismo superficial no especificado del hombro y del brazo","",2008
"4672","S420",2,"Fractura de la clavicula","",2008
"4673","S423",7,"Fractura de la diafisis del humero","",2008
"4674","S428",2,"Fractura de otras partes del hombro y del brazo","",2008
"4675","S430",2,"Luxacion de la articulacion del hombro","",2008
"4676","S431",1,"Luxacion de la articulacion acromioclavicular","",2008
"4677","S520",5,"Fractura de la epifisis superior del cubito","",2008
"4678","S521",1,"Fractura de la epifisis superior del radio","",2008
"4679","S522",2,"Fractura de la diafisis del cubito","",2008
"4680","S526",1,"Fractura de la epifisis inferior del cubito y del radio","",2008
"4681","S529",5,"Fractura del antebrazo, parte no especificada","",2008
"4682","S610",1,"Herida de dedo(s) de la mano, sin daño de la(s) uña(s)","",2008
"4683","S619",3,"Herida de la muñeca y de la mano, parte no especificada","",2008
"4684","S625",1,"Fractura del pulgar","",2008
"4685","S626",5,"Fractura de otro dedo de la mano","",2008
"4686","S627",1,"Fracturas multiples de los dedos de la mano","",2008
"4687","S628",3,"Fractura de otras partes y de las no especificadas de la muñeca y de la mano","",2008
"4688","S636",1,"Esguinces y torceduras de dedo(s) de la mano","",2008
"4689","S670",4,"Traumatismo por aplastamiento del pulgar y otro(s) dedo(s)","",2008
"4690","S678",1,"Traumatismo por aplastamiento de otras partes y de las no especificadas de la muñeca y de la mano","",2008
"4691","S683",1,"Amputacion traumatica combinada (de parte) de dedo(s) con otras partes de la muñeca y de la mano","",2008
"4692","S701",1,"Contusion del muslo","",2008
"4693","S717",1,"Heridas multiples de la cadera y del muslo","",2008
"4694","S720",16,"Fractura del cuello del femur","",2008
"4695","S729",2,"Fractura del femur, parte no especificada","",2008
"4696","S730",1,"Luxacion de cadera","",2008
"4697","S810",1,"Herida de la rodilla","",2008
"4698","S821",1,"Fractura de la epifisis superior de la tibia","",2008
"4699","S822",4,"Fractura de la diafisis de la tibia","",2008
"4700","S828",13,"Fractura de otras partes de la pierna","",2008
"4701","S830",1,"Luxacion de la rotula","",2008
"4702","S831",1,"Luxacion de la rodilla","",2008
"4703","S832",1,"Desgarro de meniscos, presente","",2008
"4704","S909",1,"Traumatismo superficial del pie y del tobillo, no especificado","",2008
"4705","S913",1,"Heridas de otras partes del pie","",2008
"4706","S923",1,"Fractura de hueso del metatarso","",2008
"4707","S925",5,"Fractura de los huesos de otro(s) dedo(s) del pie","",2008
"4708","S930",1,"Luxacion de la articulacion del tobillo","",2008
"4709","T009",7,"Traumatismos superficiales multiples, no especificados","",2008
"4710","T023",1,"Fracturas que afectan multiples regiones de un miembro inferior","",2008
"4711","T130",1,"Traumatismo superficial de miembro inferior, nivel no especificado","",2008
"4712","T135",1,"Traumatismo de tendones y musculos no especificados de miembro inferior, nivel no especificado","",2008
"4713","T140",3,"Traumatismos superficial de region no especificada del cuerpo","",2008
"4714","T181",1,"Cuerpo extraño en el esofago","",2008
"4715","T202",1,"Quemadura de la cabeza y del cuello, de segundo grado","",2008
"4716","T231",1,"Quemadura de la muñeca y de la mano, de primer grado","",2008
"4717","T250",1,"Quemadura del tobillo y del pie, grado no especificado","",2008
"4718","T290",2,"Quemaduras de multiples regiones, grado no especificado","",2008
"4719","T300",1,"Quemadura de region del cuerpo y grado no especificados","",2008
"4720","T310",3,"Quemaduras que afectan menos del 10% de la superficie del cuerpo","",2008
"4721","T313",1,"Quemaduras que afectan del 30% al 39% de la superficie del cuerpo","",2008
"4722","T314",1,"Quemaduras que afectan del 40% al 49% de la superficie del cuerpo","",2008
"4723","T430",1,"Envenenamiento por psicotropicos, no clasificados en otra parte: antidepresivos triciclicos y tetraciclicos","",2008
"4724","T509",3,"Envenenamiento por diureticos y otras drogas, medicamentos y sustancias biologicas no especificadas: otras drogas y sustancias biologicas, y las no especificadas","",2008
"4725","T529",1,"Efecto toxico de disolventes organicos: disolventes organicos, no especificados","",2008
"4726","T542",1,"Efecto toxico de sustancias corrosivas: acidos corrosivos y sustancias acidas similares","",2008
"4727","T549",1,"Efecto toxico de sustancias corrosivas: efecto toxico de sustancia corrosiva, no especificada","",2008
"4728","T599",1,"Efecto toxico de gases, humos y vapores: gases, humos y vapores no especificados","",2008
"4729","T633",2,"Efecto toxico del contacto con animales venenosos: veneno de arañas","",2008
"4730","T703",1,"Enfermedad por descompresion [de los cajones sumergidos]","",2008
"4731","T754",1,"Efectos de la corriente electrica","",2008
"4732","T810",2,"Hemorragia y hematoma que complican un procedimiento, no clasificados en otra parte","",2008
"4733","T814",5,"Infeccion consecutiva a procedimiento, no clasificada en otra parte","",2008
"4734","T849",1,"Complicaciones no especificadas de dispositivos protesicos, implantes e injertos ortopedicos internos","",2008
"4735","Z010",2,"Examen de ojos y de la vision","",2008
"4736","Z016",1,"Examen radiologico, no clasificado en otra parte","",2008
"4737","Z136",9,"Examen de pesquisa especial para trastornos cardiovasculares","",2008
"4738","Z302",3,"Esterilizacion","",2008
"4739","Z305",4,"Supervision del uso de dispositivo anticonceptivo (intrauterino)","",2008
"4740","Z309",1,"Asistencia para la anticoncepcion, no especificada","",2008
"4741","Z352",6,"Supervision de embarazo con otro riesgo en la historia obstetrica o reproductiva","",2008
"4742","Z356",1,"Supervision de primigesta muy joven","",2008
"4743","Z359",4,"Supervision de embarazo de alto riesgo, sin otra especificacion","",2008
"4744","Z390",1,"Atencion y examen inmediatamente despues del parto","",2008
"4745","Z391",1,"Atencion y examen de madre en periodo de lactancia","",2008
"4746","Z392",5,"Seguimiento postparto, de rutina","",2008
"4747","Z411",1,"Otras cirugias plasticas por razones esteticas","",2008
"4748","Z450",3,"Asistencia y ajuste de marcapaso cardiaco","",2008
"4749","Z470",3,"Cuidados posteriores a la extraccion de placa u otro dispositivo de fijacion interna en fractura","",2008
"4750","Z503",2,"Rehabilitacion del drogadicto","",2008
"4751","Z509",3,"Atencion por procedimiento de rehabilitacion, no especificada","",2008
"4752","Z512",7,"Otra quimioterapia","",2008
"4753","Z519",2,"Atencion medica, no especificada","",2008
"4754","Z540",7,"Convalecencia consecutiva a cirugia","",2008
"4755","Z544",1,"Convalecencia consecutiva a tratamiento de fractura","",2008
"4756","Z641",1,"Problemas relacionados con la multiparidad","",2008
"4757","Z915",7,"Historia personal de lesion autoinfligida intencionalmente","",2008
"4758","Z918",2,"Historia personal de otros factores de riesgo, no clasificados en otra parte","",2008
"4759","A049",1,"Infeccion intestinal bacteriana, no especificada","",2009
"4760","A059",1,"Intoxicacion alimentaria bacteriana, no especificada","",2009
"4761","A080",2,"Enteritis debida a rotavirus","",2009
"4762","A083",1,"Otras enteritis virales","",2009
"4763","A162",1,"Tuberculosis de pulmon, sin mencion de confirmacion bacteriologica o histologica","",2009
"4764","A394",1,"Meningococemia, no especificada","",2009
"4765","A419",9,"Septicemia, no especificada","",2009
"4766","A501",1,"Sifilis congenita precoz, latente","",2009
"4767","A512",1,"Sifilis primaria en otros sitios","",2009
"4768","A541",1,"Infeccion gonococica del tracto genitourinario inferior con absceso periuretral y de glandulas accesorias","",2009
"4769","A879",1,"Meningitis viral, sin otra especificacion","",2009
"4770","B084",1,"Estomatitis vesicular enteroviral con exantema","",2009
"4771","B085",1,"Faringitis vesicular enterovirica","",2009
"4772","B178",1,"Otras hepatitis virales agudas especificadas","",2009
"4773","B341",1,"Infeccion debida a enterovirus, sin otra especificacion","",2009
"4774","B349",2,"Infeccion viral, no especificada","",2009
"4775","B369",1,"Micosis superficial, sin otra especificacion","",2009
"4776","C109",1,"Tumor maligno de la orofaringe, parte no especificada","",2009
"4777","C140",3,"Tumor maligno de la faringe, parte no especificada","",2009
"4778","C169",5,"Tumor maligno del estomago, parte no especificada","",2009
"4779","C189",5,"Tumor maligno del colon, parte no especificada","",2009
"4780","C259",2,"Tumor maligno del pancreas, parte no especificada","",2009
"4781","C349",8,"Tumor maligno de los bronquios o del pulmon, parte no especificada","",2009
"4782","C414",1,"Tumor maligno de los huesos de la pelvis, sacro y coccix","",2009
"4783","C443",2,"Tumor maligno de la piel de otras partes y de las no especificadas de la cara","",2009
"4784","C445",1,"Tumor maligno de la piel del tronco","",2009
"4785","C449",1,"Tumor maligno de la piel, sitio no especificado","",2009
"4786","C509",10,"Tumor maligno de la mama, parte no especificada","",2009
"4787","C539",12,"Tumor maligno del cuello del utero, sin otra especificacion","",2009
"4788","C549",2,"Tumor maligno del cuerpo del utero, parte no especificada","",2009
"4789","C629",1,"Tumor maligno del testiculo, no especificado","",2009
"4790","C679",2,"Tumor maligno de la vejiga urinaria, parte no especificada","",2009
"4791","C716",1,"Tumor maligno del cerebelo","",2009
"4792","C762",1,"Tumor maligno del abdomen","",2009
"4793","C774",1,"Tumor maligno de los ganglios linfaticos de la region inguinal y del miembro inferior","",2009
"4794","C780",3,"Tumor maligno secundario del pulmon","",2009
"4795","C793",2,"Tumor maligno secundario del encefalo y de las meninges cerebrales","",2009
"4796","C798",1,"Tumor maligno secundario de otros sitios especificados","",2009
"4797","C859",2,"Linfoma no hodgkin, no especificado","",2009
"4798","C900",9,"Mieloma multiple","",2009
"4799","C910",23,"Leucemia linfoblastica aguda","",2009
"4800","C920",1,"Leucemia mieloide aguda","",2009
"4801","D000",1,"Carcinoma in situ del labio, de la cavidad bucal y de la faringe","",2009
"4802","D059",1,"Carcinoma in situ de la mama, parte no especificada","",2009
"4803","D069",7,"Carcinoma in situ del cuello del utero, parte no especificada","",2009
"4804","D073",2,"Carcinoma in situ de otros sitios de organos genitales femeninos y de los no especificados","",2009
"4805","D091",1,"Carcinoma in situ de otros organos urinarios y de los no especificados","",2009
"4806","D105",1,"Tumor benigno de otras partes de la orofaringe","",2009
"4807","D136",1,"Tumor benigno del pancreas","",2009
"4808","D179",2,"Tumor benigno lipomatoso, de sitio no especificado","",2009
"4809","D180",2,"Hemangioma, de cualquier sitio","",2009
"4810","D223",1,"Nevo melanocitico de otras partes de las no especificadas de la cara","",2009
"4811","D229",1,"Nevo melanocitico, sitio no especificado","",2009
"4812","D236",1,"Tumor benigno de la piel del miembro superior, incluido el hombro","",2009
"4813","D259",20,"Leiomioma del utero, sin otra especificacion","",2009
"4814","D269",1,"Tumor benigno del utero, parte no especificada","",2009
"4815","D301",1,"Tumor benigno de la pelvis renal","",2009
"4816","D303",1,"Tumor benigno de la vejiga","",2009
"4817","D370",2,"Tumor de comportamiento incierto o desconocido del labio, de la cavidad bucal y de la faringe","",2009
"4818","D376",1,"Tumor de comportamiento incierto o desconocido del higado, de la vesicula biliar y del conducto biliar","",2009
"4819","D377",1,"Tumor de comportamiento incierto o desconocido de otros organos digestivos especificados","",2009
"4820","D381",1,"Tumor de comportamiento incierto o desconocido de la traquea, de los bronquios y del pulmon","",2009
"4821","D400",1,"Tumor de comportamiento incierto o desconocido de la prostata","",2009
"4822","D401",2,"Tumor de comportamiento incierto o desconocido del testiculo","",2009
"4823","D410",1,"Tumor de comportamiento incierto o desconocido del riñon","",2009
"4824","D414",4,"Tumor de comportamiento incierto o desconocido de la vejiga","",2009
"4825","D430",1,"Tumor de comportamiento incierto o desconocido del encefalo, supratentorial","",2009
"4826","D441",2,"Tumor de comportamiento incierto o desconocido de la glandula suprarrenal","",2009
"4827","D480",3,"Tumor de comportamiento incierto o desconocido del hueso y cartilago articular","",2009
"4828","D485",1,"Tumor de comportamiento incierto o desconocido de la piel","",2009
"4829","D486",3,"Tumor de comportamiento incierto o desconocido de la mama","",2009
"4830","D487",4,"Tumor de comportamiento incierto o desconocido de otros sitios especificados","",2009
"4831","D593",2,"Sindrome hemolitico","",2009
"4832","D649",3,"Anemia de tipo no especificado","",2009
"4833","D690",1,"Purpura alergica","",2009
"4834","E042",1,"Bocio multinodular no toxico","",2009
"4835","E101",1,"Diabetes mellitus insulinodependiente con cetoacidosis","",2009
"4836","E109",1,"Diabetes mellitus insulinodependiente sin mencion de complicacion","",2009
"4837","E110",1,"Diabetes mellitus no insulinodependiente con coma","",2009
"4838","E111",1,"Diabetes mellitus no insulinodependiente con cetoacidosis","",2009
"4839","E115",4,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas","",2009
"4840","E118",5,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas","",2009
"4841","E119",5,"Diabetes mellitus no insulinodependiente sin mencion de complicacion","",2009
"4842","E140",1,"Diabetes mellitus, no especificada con coma","",2009
"4843","E142",2,"Diabetes mellitus, no especificada con complicaciones renales","",2009
"4844","E144",1,"Diabetes mellitus, no especificada con complicaciones neurologicas","",2009
"4845","E145",17,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas","",2009
"4846","E149",3,"Diabetes mellitus, no especificada sin mencion de complicacion","",2009
"4847","E160",1,"Hipoglicemia sin coma, inducida por drogas","",2009
"4848","E162",8,"Hipoglicemia , no especificada","",2009
"4849","E213",3,"Hiperparatiroidismo, sin otra especificacion","",2009
"4850","E282",1,"Sindrome de ovario poliquistico","",2009
"4851","E441",1,"Desnutricion proteicocalorica leve","",2009
"4852","E668",6,"Otros tipos de obesidad","",2009
"4853","E669",1,"Obesidad, no especificada","",2009
"4854","E783",1,"Hiperquilomicronemia","",2009
"4855","E840",6,"Fibrosis quistica con manifestaciones pulmonares","",2009
"4856","E849",5,"Fibrosis quistica, sin otra especificacion","",2009
"4857","E871",3,"Hiposmolaridad e hipernatremia","",2009
