"","id10","COMUNA","dec10","N2001","N2002","N2003","N2004","N2005","N2006","N2007","N2008","N2009","N2010","N2011","N2012","N2013","N2014","N2015","N2016","N2017"
"15882","K566",9103,"Otras obstrucciones intestinales y las no especificadas",3,13,2,4,3,2,4,4,3,4,3,1,5,8,6,5,10
"15883","K566",9106,"Otras obstrucciones intestinales y las no especificadas",3,3,1,10,3,4,6,1,5,5,4,1,3,8,5,6,8
"15884","K566",9112,"Otras obstrucciones intestinales y las no especificadas",7,5,6,4,12,6,4,6,4,9,8,1,9,10,4,10,9
"15885","K566",9114,"Otras obstrucciones intestinales y las no especificadas",5,5,4,11,2,4,7,3,3,8,7,3,11,4,9,13,9
"15886","K566",9115,"Otras obstrucciones intestinales y las no especificadas",4,3,5,6,8,7,8,7,5,8,4,2,6,6,9,9,4
"15887","K566",9120,"Otras obstrucciones intestinales y las no especificadas",19,12,13,13,12,15,6,17,15,21,23,14,23,27,17,20,14
"15888","K566",9201,"Otras obstrucciones intestinales y las no especificadas",5,10,11,7,12,6,12,10,19,10,13,11,19,12,5,13,12
"15889","K566",9202,"Otras obstrucciones intestinales y las no especificadas",1,5,2,4,6,4,3,6,3,9,2,6,9,8,6,6,6
"15890","K566",9203,"Otras obstrucciones intestinales y las no especificadas",3,2,3,4,3,4,3,7,3,9,6,2,1,5,2,4,8
"15891","K566",9210,"Otras obstrucciones intestinales y las no especificadas",12,3,10,3,7,6,3,5,8,5,5,7,6,1,7,5,3
"15892","K566",9211,"Otras obstrucciones intestinales y las no especificadas",7,6,6,5,7,4,9,6,14,6,9,12,12,4,5,3,13
"15893","K566",99999,"Otras obstrucciones intestinales y las no especificadas",31,1,11,7,7,5,4,1,11,9,2,2,4,10,8,5,7
"15894","K567",13114,"Ileo, no especificado",4,1,1,1,3,1,3,1,2,1,3,7,7,5,2,2,4
"15895","K567",13201,"Ileo, no especificado",4,3,6,4,3,2,1,3,1,2,3,2,1,3,5,1,2
"15896","K572",13123,"Enfermedad diverticular del intestino grueso con perforacion y absceso",2,1,1,1,14,24,16,2,1,3,4,7,3,6,6,12,12
"15897","K573",10101,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",5,1,4,1,1,2,1,2,6,2,2,7,7,6,19,16,6
"15898","K573",10301,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",2,4,4,9,5,18,1,1,2,2,16,18,23,23,27,7,18
"15899","K573",12101,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",8,2,1,3,3,5,5,4,2,11,3,6,5,9,7,12,10
"15900","K573",13101,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",18,7,17,10,15,12,13,18,17,25,37,47,49,58,52,51,51
"15901","K573",13102,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",2,2,1,3,2,3,1,2,1,2,3,5,9,12,1,14,6
"15902","K573",13103,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",2,3,2,2,1,1,1,1,3,2,4,4,3,4,8,2,3
"15903","K573",13104,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",3,1,5,1,1,4,3,8,1,4,4,8,9,8,6,8,8
"15904","K573",13105,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",3,4,1,9,9,2,9,3,11,7,5,8,5,8,3,9,9
"15905","K573",13109,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",2,6,5,6,5,12,4,9,11,10,11,15,8,18,7,10,15
"15906","K573",13110,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",8,9,7,8,11,6,7,17,16,17,13,37,26,35,34,38,58
"15907","K573",13111,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",5,2,2,1,2,5,5,6,3,3,9,5,4,6,5,8,1
"15908","K573",13113,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",9,4,9,16,6,10,11,16,14,23,28,24,28,24,19,13,13
"15909","K573",13114,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",45,43,33,52,44,43,46,54,55,90,77,103,113,128,106,96,93
"15910","K573",13115,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",7,5,11,9,6,8,17,12,10,15,25,26,31,44,37,28,24
"15911","K573",13117,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",2,1,3,4,1,2,2,1,1,1,4,8,6,2,5,2,4
"15912","K573",13118,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",5,5,4,6,1,2,5,11,2,4,5,3,11,12,24,23,19
"15913","K573",13119,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",15,14,5,6,8,12,12,11,17,18,35,46,43,41,55,75,103
"15914","K573",13120,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",19,11,15,14,8,21,19,14,14,30,29,37,41,54,37,19,36
"15915","K573",13122,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",1,6,3,11,5,6,5,7,7,8,11,24,12,39,41,33,31
"15916","K573",13123,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",9,38,20,13,20,20,19,30,22,30,23,36,35,34,32,27,39
"15917","K573",13126,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",7,2,1,2,4,2,2,3,5,4,6,9,6,4,16,11,7
"15918","K573",13127,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",7,1,4,5,7,4,8,4,7,5,7,17,8,19,11,7,11
"15919","K573",13129,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",4,1,2,5,11,18,7,7,15,8,16,14,17,15,12,9,7
"15920","K573",13130,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",4,2,6,3,12,10,12,12,10,17,14,26,18,12,15,12,19
"15921","K573",13132,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",16,18,21,15,16,14,16,31,21,24,27,32,43,37,46,29,31
"15922","K573",13201,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",6,3,8,6,16,2,2,10,11,12,9,19,24,20,26,14,15
"15923","K573",13401,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",3,13,15,5,9,15,15,20,29,14,16,16,19,21,14,21,24
"15924","K573",13501,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",1,1,2,1,1,1,1,8,5,1,5,15,2,10,4,4,4
"15925","K573",2101,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",4,9,5,11,11,20,12,10,5,5,24,24,21,20,21,23,10
"15926","K573",4101,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",2,2,8,1,5,5,3,4,2,1,3,10,18,27,5,13,5
"15927","K573",5101,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",13,11,17,11,6,11,11,23,9,10,15,13,17,27,22,12,15
"15928","K573",5109,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",26,16,23,18,14,14,18,8,5,11,13,8,13,13,6,10,22
"15929","K573",6101,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",12,10,9,8,11,12,19,18,28,29,30,12,7,23,19,11,9
"15930","K573",7101,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",3,2,3,6,3,2,5,2,1,1,14,1,7,4,5,6,8
"15931","K573",8101,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",6,15,15,22,21,44,26,17,12,5,17,15,21,15,17,20,27
"15932","K573",8110,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",16,14,12,18,9,4,13,13,11,7,15,12,5,7,10,21,13
"15933","K573",8301,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",2,7,5,11,5,1,7,5,3,1,1,2,2,5,2,10,16
"15934","K573",8401,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",4,3,6,7,6,2,5,3,5,4,16,17,15,12,15,16,11
"15935","K573",9101,"Enfermedad diverticular del intestino grueso sin perforacion ni absceso",4,5,6,9,16,6,4,2,3,3,5,1,9,2,7,3,7
"15936","K578",13114,"Enfermedad diverticular del intestino, parte no especificada, con perforacion y absceso",3,4,3,1,3,3,1,2,1,5,4,5,5,3,1,1,1
"15937","K578",8401,"Enfermedad diverticular del intestino, parte no especificada, con perforacion y absceso",1,2,2,7,16,13,10,8,10,7,3,1,4,1,3,1,2
"15938","K579",10101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",17,15,21,25,36,42,34,33,28,32,43,54,39,48,32,44,39
"15939","K579",10107,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,1,2,3,2,3,3,4,7,6,2,4,4,1,1,4,6
"15940","K579",10109,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",6,3,3,16,3,9,4,8,4,8,11,5,9,3,5,4,16
"15941","K579",10201,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",4,4,3,4,6,6,9,5,11,7,8,7,2,5,10,6,3
"15942","K579",10202,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",6,1,6,4,2,1,4,3,5,6,9,6,2,12,1,5,5
"15943","K579",10208,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,1,1,4,1,2,3,3,4,5,3,2,5,3,10,6,2
"15944","K579",10301,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",14,16,15,30,35,27,19,14,18,12,18,20,27,28,36,29,17
"15945","K579",1101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,5,15,13,11,19,18,21,21,28,21,15,24,19,34,42,26
"15946","K579",11101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",3,1,4,2,1,3,4,1,6,7,12,6,4,15,9,24,36
"15947","K579",12101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",35,30,48,39,59,51,44,32,64,43,61,62,67,60,74,80,83
"15948","K579",12401,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",4,5,3,6,1,3,1,6,3,12,5,4,10,1,5,3,7
"15949","K579",13101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",45,51,43,52,41,52,46,59,59,50,27,39,35,48,50,38,40
"15950","K579",13102,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",3,14,5,9,7,8,11,15,9,12,2,4,6,3,8,4,6
"15951","K579",13103,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",12,7,4,15,11,11,4,11,16,9,10,18,14,8,15,10,17
"15952","K579",13104,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",21,21,21,24,22,14,16,27,31,23,17,20,21,25,17,10,17
"15953","K579",13105,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",16,13,18,7,16,22,18,27,19,22,19,21,18,34,32,25,24
"15954","K579",13106,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",13,23,17,19,15,18,18,22,25,21,8,17,16,14,9,11,6
"15955","K579",13107,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",5,8,11,19,5,9,10,18,16,17,14,12,19,13,12,6,14
"15956","K579",13108,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",10,10,18,15,13,9,21,19,31,16,18,10,13,15,16,7,6
"15957","K579",13109,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",4,6,14,8,3,2,1,22,19,9,11,7,8,7,7,12,13
"15958","K579",13110,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",30,38,45,37,52,48,47,61,68,84,70,66,68,47,41,33,26
"15959","K579",13111,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",6,10,6,13,14,17,23,14,18,21,17,19,19,17,25,8,9
"15960","K579",13112,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,5,3,5,6,13,7,15,24,28,19,16,15,18,19,8,17
"15961","K579",13113,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",15,12,17,24,25,31,32,21,24,31,26,21,20,29,18,17,17
"15962","K579",13114,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",80,82,104,97,82,120,102,117,126,110,65,56,62,56,66,71,55
"15963","K579",13115,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",10,20,14,18,15,29,22,27,18,15,8,5,12,11,7,16,7
"15964","K579",13116,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",4,6,9,7,9,8,5,6,3,3,2,11,2,10,11,7,11
"15965","K579",13117,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",7,8,9,11,13,5,12,10,15,10,9,17,9,9,13,5,10
"15966","K579",13118,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",16,22,24,18,12,12,21,18,25,18,14,7,15,10,11,10,10
"15967","K579",13119,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",30,36,41,63,46,44,38,64,71,64,42,54,56,60,48,33,33
"15968","K579",13120,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",34,33,46,44,40,49,47,62,61,54,37,39,36,49,33,34,28
"15969","K579",13121,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",12,12,7,10,15,19,13,8,13,16,8,7,10,8,18,9,4
"15970","K579",13122,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",13,9,22,17,15,36,23,22,18,24,16,26,24,22,27,21,12
"15971","K579",13123,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",28,56,49,43,54,50,47,47,53,45,34,26,29,29,19,25,35
"15972","K579",13124,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",7,9,16,6,7,12,10,13,17,23,16,30,26,27,27,33,21
"15973","K579",13125,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,11,6,12,8,10,11,13,13,25,11,17,14,19,23,15,18
"15974","K579",13126,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",9,14,16,16,15,13,10,15,16,8,5,17,16,16,8,20,10
"15975","K579",13127,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",20,19,27,18,18,22,21,32,35,25,16,26,28,23,18,23,10
"15976","K579",13128,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",6,11,8,10,11,5,18,21,15,18,6,23,16,11,10,21,13
"15977","K579",13129,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",6,7,8,12,12,6,12,14,14,7,16,13,11,11,7,8,7
"15978","K579",13130,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",9,10,14,21,8,2,15,12,18,13,12,12,10,16,13,20,15
"15979","K579",13131,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",5,8,6,3,9,5,17,9,18,19,12,19,14,21,15,11,9
"15980","K579",13132,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",26,33,31,34,26,42,25,48,37,24,18,24,21,9,24,9,12
"15981","K579",13201,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",12,32,29,40,34,33,46,40,77,79,86,81,108,113,131,100,139
"15982","K579",13302,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,4,2,3,2,6,4,6,11,2,9,7,9,6,7,3,6
"15983","K579",13401,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",10,8,20,16,9,26,21,28,24,34,35,37,41,31,41,29,36
"15984","K579",13402,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",7,3,1,3,6,9,7,8,9,9,12,14,14,18,11,15,5
"15985","K579",13404,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,1,2,3,7,4,4,3,4,8,5,13,10,13,9,7,3
"15986","K579",13501,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",4,3,6,5,13,15,6,18,20,17,22,27,16,18,16,14,21
"15987","K579",13601,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,7,5,4,7,9,3,7,14,6,4,11,10,9,14,6,15
"15988","K579",13604,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,1,1,2,10,4,7,10,5,6,4,9,4,6,11,4,4
"15989","K579",13605,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,4,4,7,6,9,3,7,9,9,5,9,6,7,8,3,9
"15990","K579",2101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",18,24,28,15,31,40,29,40,54,44,37,33,27,33,44,43,58
"15991","K579",2201,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",4,5,5,6,8,9,6,23,15,18,17,27,35,29,23,32,19
"15992","K579",3101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",8,4,7,7,21,20,10,23,21,24,39,45,31,32,17,35,17
"15993","K579",3301,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",7,7,5,14,8,2,8,14,11,6,9,10,12,17,20,17,14
"15994","K579",4101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",8,16,28,30,30,27,38,27,20,30,32,39,44,25,26,26,16
"15995","K579",4102,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",6,13,18,15,23,15,21,31,26,19,29,25,33,41,24,20,22
"15996","K579",4301,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",9,11,7,10,5,2,2,12,9,11,18,18,9,24,16,15,11
"15997","K579",4303,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,2,3,4,2,2,3,2,1,2,1,4,4,3,1,3,1
"15998","K579",5101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",50,60,59,65,57,44,81,89,127,150,140,145,155,110,122,156,144
"15999","K579",5102,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",3,1,8,6,5,54,1,3,4,13,12,7,12,7,4,10,10
"16000","K579",5103,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,1,1,6,2,3,3,13,6,12,11,20,9,3,22,12,9
"16001","K579",5109,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",54,66,63,78,102,117,86,117,121,136,138,105,129,129,134,101,105
"16002","K579",5301,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",5,7,8,5,8,15,12,17,12,11,19,19,27,21,25,18,17
"16003","K579",5501,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",12,6,5,7,10,17,7,6,13,13,17,18,24,12,19,14,20
"16004","K579",5502,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",4,2,3,3,5,6,8,7,4,11,6,5,11,8,7,8,8
"16005","K579",5601,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",7,13,11,13,8,13,18,13,18,19,33,32,33,29,27,21,15
"16006","K579",5701,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",5,6,5,3,6,6,7,8,16,11,15,16,7,18,29,14,13
"16007","K579",6101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",6,22,9,14,21,23,27,28,25,48,54,37,55,57,52,49,45
"16008","K579",6301,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",5,8,7,5,5,12,15,6,9,7,18,14,16,10,16,21,16
"16009","K579",6310,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,2,3,4,1,1,1,1,1,1,2,6,5,2,5,2,6
"16010","K579",7101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",9,18,9,12,12,27,30,25,17,19,20,22,26,28,24,25,30
"16011","K579",7301,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",3,9,5,6,10,17,7,4,8,3,15,3,9,15,9,16,10
"16012","K579",7401,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,4,3,4,2,5,5,7,12,7,11,11,16,11,16,3,13
"16013","K579",8101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",58,54,47,38,30,71,31,35,56,57,78,61,53,61,53,47,48
"16014","K579",8102,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",3,4,5,11,9,6,11,5,9,7,13,21,21,28,11,15,16
"16015","K579",8103,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",7,9,11,7,13,6,12,15,17,15,20,25,17,10,14,10,13
"16016","K579",8106,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,4,8,6,4,7,2,8,5,1,14,8,4,9,11,4,12
"16017","K579",8107,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,2,7,2,5,4,3,6,7,8,11,10,11,7,9,5,9
"16018","K579",8108,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",21,11,8,10,19,4,14,15,19,23,24,20,17,18,13,21,19
"16019","K579",8110,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",17,17,29,40,30,11,23,31,29,37,41,36,34,51,40,31,24
"16020","K579",8111,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,2,6,2,4,5,7,3,6,2,17,10,5,14,4,2,16
"16021","K579",8205,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,3,7,4,10,3,1,4,3,7,2,6,11,6,3,9,12
"16022","K579",8301,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",13,6,18,28,24,30,43,34,40,41,50,58,60,66,80,45,44
"16023","K579",8305,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,2,1,1,2,8,5,3,5,1,1,5,3,3,7,7,5
"16024","K579",8401,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",6,13,10,8,12,10,20,21,34,20,34,36,22,29,22,31,24
"16025","K579",8416,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",8,4,8,6,5,11,7,6,12,6,9,4,4,12,5,8,2
"16026","K579",9101,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",21,21,31,26,38,45,45,15,47,60,77,49,58,86,54,62,49
"16027","K579",9108,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,1,2,2,2,5,5,2,1,5,4,2,7,5,5,8,9
"16028","K579",9112,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,2,2,5,5,6,3,6,2,1,8,5,9,7,7,5,4
"16029","K579",9114,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",10,6,5,2,2,7,4,5,3,8,9,2,9,7,6,4,4
"16030","K579",9120,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,4,4,1,5,2,3,1,8,9,12,14,6,13,14,9,8
"16031","K579",9201,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",1,4,2,6,3,5,3,5,1,5,9,11,12,13,7,10,7
"16032","K579",9210,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",2,4,1,3,1,2,1,3,2,6,2,3,12,7,1,7,2
"16033","K579",99999,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",10,5,6,9,6,4,4,4,4,10,1,6,6,5,9,8,11
"16034","K589",12101,"Sindrome del colon irritable sin diarrea",3,3,6,4,12,10,10,4,3,3,1,5,3,4,3,4,3
"16035","K589",13101,"Sindrome del colon irritable sin diarrea",4,4,3,3,6,10,5,6,4,11,12,12,8,7,6,6,7
"16036","K589",13110,"Sindrome del colon irritable sin diarrea",6,1,7,4,4,3,4,2,3,10,6,6,3,5,5,3,3
"16037","K589",13114,"Sindrome del colon irritable sin diarrea",8,11,8,7,7,15,7,3,10,16,11,14,6,8,8,7,10
"16038","K589",13119,"Sindrome del colon irritable sin diarrea",5,2,7,13,11,8,5,6,7,8,11,11,7,7,7,2,8
"16039","K589",13120,"Sindrome del colon irritable sin diarrea",7,3,7,5,5,3,5,4,6,8,4,4,2,4,6,5,2
"16040","K589",13123,"Sindrome del colon irritable sin diarrea",8,5,8,7,6,5,2,2,6,11,1,2,2,1,1,1,2
"16041","K589",13201,"Sindrome del colon irritable sin diarrea",4,6,12,5,10,7,4,4,3,10,4,6,3,2,7,5,7
"16042","K589",3101,"Sindrome del colon irritable sin diarrea",1,7,8,10,9,3,12,8,3,3,3,7,1,4,1,1,2
"16043","K589",5101,"Sindrome del colon irritable sin diarrea",7,7,10,6,3,5,2,6,2,7,7,5,5,2,4,8,13
"16044","K589",5109,"Sindrome del colon irritable sin diarrea",7,8,3,5,4,2,6,4,1,2,11,7,5,3,4,2,6
"16045","K589",8101,"Sindrome del colon irritable sin diarrea",16,22,17,26,15,34,17,7,11,8,16,11,16,5,10,11,22
"16046","K589",8110,"Sindrome del colon irritable sin diarrea",25,26,26,34,13,8,12,13,13,7,14,9,15,7,10,5,10
"16047","K589",8202,"Sindrome del colon irritable sin diarrea",2,1,6,3,5,11,5,3,1,1,7,1,1,2,1,4,1
"16048","K589",8401,"Sindrome del colon irritable sin diarrea",7,14,8,4,5,4,5,1,3,5,7,9,7,4,7,3,5
"16049","K589",9101,"Sindrome del colon irritable sin diarrea",4,9,13,10,7,14,4,1,14,4,3,2,3,4,2,2,4
"16050","K590",10101,"Constipacion",7,6,5,10,3,5,2,3,1,9,12,14,11,13,12,16,17
"16051","K590",10202,"Constipacion",1,3,3,4,1,6,6,9,8,3,4,7,5,8,11,11,11
"16052","K590",10301,"Constipacion",13,17,21,31,29,28,5,6,11,9,13,14,13,18,20,22,26
"16053","K590",1101,"Constipacion",13,23,10,21,5,15,13,21,9,9,14,5,1,3,10,2,6
"16054","K590",12101,"Constipacion",7,14,12,19,28,15,22,25,23,16,9,10,7,12,10,10,6
"16055","K590",12401,"Constipacion",2,5,5,4,3,3,4,2,4,7,1,9,4,4,3,7,3
"16056","K590",13101,"Constipacion",15,11,10,18,12,16,12,6,9,7,9,17,20,13,14,16,15
"16057","K590",13105,"Constipacion",10,4,9,11,8,6,8,5,10,4,24,14,6,4,7,7,1
"16058","K590",13106,"Constipacion",7,3,5,11,10,13,8,2,3,2,4,7,6,6,7,4,10
"16059","K590",13109,"Constipacion",2,11,6,3,6,4,3,3,6,5,8,5,2,3,3,2,3
"16060","K590",13110,"Constipacion",13,11,13,15,16,11,6,10,9,8,5,7,9,5,3,9,12
"16061","K590",13111,"Constipacion",3,1,6,5,5,1,4,7,3,2,3,8,5,5,3,3,6
"16062","K590",13112,"Constipacion",4,4,4,4,2,5,4,6,5,8,4,8,6,9,6,9,3
"16063","K590",13113,"Constipacion",6,5,6,9,6,12,10,5,5,5,7,8,5,3,6,7,10
"16064","K590",13114,"Constipacion",27,25,19,36,32,44,19,25,31,38,31,32,26,25,32,33,35
"16065","K590",13115,"Constipacion",8,9,2,11,9,10,7,16,8,10,10,4,8,3,8,13,6
"16066","K590",13116,"Constipacion",9,6,7,7,11,3,7,8,2,6,10,6,9,3,6,4,1
"16067","K590",13118,"Constipacion",16,19,11,13,15,14,10,13,10,6,4,3,2,3,3,2,3
"16068","K590",13119,"Constipacion",20,11,16,18,12,16,15,5,7,9,12,18,14,25,20,9,13
"16069","K590",13120,"Constipacion",10,19,18,11,16,23,20,26,29,20,12,5,6,12,7,8,5
"16070","K590",13122,"Constipacion",31,26,26,28,34,39,29,48,30,27,25,13,11,8,10,7,22
"16071","K590",13123,"Constipacion",7,21,13,18,15,23,16,4,15,11,10,10,11,11,9,13,11
"16072","K590",13124,"Constipacion",8,5,8,4,6,2,3,5,8,3,2,1,3,4,4,4,7
"16073","K590",13125,"Constipacion",5,4,10,9,8,10,15,14,17,12,2,6,7,5,6,2,3
"16074","K590",13126,"Constipacion",1,2,3,1,5,5,1,2,4,3,2,4,1,6,4,2,1
